Timestamp (UTC),Lifetime Energy Used (kWh),Energy Remaining (kWh),Pack Current (A),Pack Voltage (V),Min Battery Module Temp (°C),Max Battery Module Temp (°C)
"2026-05-06 22:01:46","1670.514","60.76",,,,
"2026-05-06 22:02:46","1670.514","60.62",,,,
"2026-05-06 22:05:17","1670.514","60.62",,,,
"2026-05-06 22:13:39","1670.514","60.62",,,,
"2026-05-06 22:14:09","1670.514","60.62",,,,
"2026-05-06 22:14:39","1670.514","60.62",,,,
"2026-05-06 22:24:30","1670.514","60.62",,,,
"2026-05-06 22:31:31","1670.514","60.5",,,,
"2026-05-06 22:33:20","1670.514","60.5",,,,
"2026-05-06 22:42:00","1670.514","60.5",,,,
"2026-05-06 22:52:32","1670.514","60.5",,,,
"2026-05-06 22:54:53","1670.7651","60.5",,,,
"2026-05-06 23:01:45","1670.7651","60.5",,,,
"2026-05-06 23:02:02","1670.7651","60.379997",,,,
"2026-05-06 23:03:20","1670.7651","60.5",,,,
"2026-05-06 23:04:20","1670.7651","60.379997",,,,
"2026-05-06 23:10:25","1670.7651","60.379997",,,,
"2026-05-06 23:14:57","1670.7651","60.379997",,,,
"2026-05-06 23:15:57","1670.7651","60.379997",,,,
"2026-05-06 23:20:13","1670.7651","60.379997",,,,
"2026-05-06 23:30:01","1670.7651","60.379997",,,,
"2026-05-06 23:32:09","1670.7651","60.26",,,,
"2026-05-06 23:33:09","1670.7651","60.239998",,,,
"2026-05-06 23:34:09","1670.7651","60.26",,,,
"2026-05-06 23:35:09","1670.7651","60.239998",,,,
"2026-05-06 23:36:09","1670.7651","60.26",,,,
"2026-05-06 23:37:09","1670.7651","60.26",,,,
"2026-05-06 23:38:09","1670.7651","60.26",,,,
"2026-05-06 23:38:40","1670.7651","60.26",,,,
"2026-05-06 23:39:09","1670.7651","60.239998",,,,
"2026-05-06 23:40:09","1670.7651","60.26",,,,
"2026-05-06 23:41:09","1670.7651","60.26",,,,
"2026-05-06 23:42:09","1670.7651","60.26",,,,
"2026-05-06 23:43:15","1670.7651","60.239998",,,,
"2026-05-06 23:44:15","1670.7651","60.26",,,,
"2026-05-06 23:45:15","1670.7651","60.26",,,,
"2026-05-06 23:45:50","1670.7651","60.26",,,,
"2026-05-06 23:47:15","1670.7651","60.239998",,,,
"2026-05-06 23:47:47","1670.7651","60.239998",,,,
"2026-05-06 23:48:49","1670.7651","60.239998",,,,
"2026-05-06 23:49:49","1670.7651","60.239998",,,,
"2026-05-06 23:50:19","1670.7651","60.12",,,,
"2026-05-06 23:50:53","1670.7651","60.12",,,,
"2026-05-06 23:51:37","1670.7651","60.12",,,,
"2026-05-06 23:52:16","1670.7651","60.12",,,,
"2026-05-06 23:52:48","1670.7651","60.12",,,,
"2026-05-06 23:53:26","1670.7651","60.12",,,,
"2026-05-06 23:54:22","1670.7651","60.12",,,,
"2026-05-06 23:54:57","1671.1561","60.12",,,,
"2026-05-06 23:56:07","1671.1561","60",,,,
"2026-05-06 23:56:48","1671.1561","60",,,,
"2026-05-06 23:57:06","1671.1561","60",,,,
"2026-05-06 23:57:09","1671.1561","60",,,,
"2026-05-06 23:57:39","1671.1561","60",,,,
"2026-05-06 23:58:09","1671.1561","59.879997",,,,
"2026-05-06 23:58:39","1671.1561","59.879997",,,,
"2026-05-06 23:59:09","1671.1561","59.739998",,,,
"2026-05-06 23:59:39","1671.1561","59.739998",,,,
"2026-05-07 00:00:09","1671.1561","59.5",,,,
"2026-05-07 00:00:39","1671.1561","59.5",,,,
"2026-05-07 00:01:09","1671.1561","59.379997",,,,
"2026-05-07 00:01:31","1671.1561","59.379997",,,,
"2026-05-07 00:01:39","1671.1561","59.379997",,,,
"2026-05-07 00:01:49","1671.1561","59.379997",,,,
"2026-05-07 00:02:22","1671.1561","59.5",,,,
"2026-05-07 00:03:07","1671.1561","59.379997",,,,
"2026-05-07 00:03:21","1671.1561","59.379997",,,,
"2026-05-07 00:04:23","1671.1561","59.379997",,,,
"2026-05-07 00:05:03","1671.1561","59.379997",,,,
"2026-05-07 00:06:03","1671.1561","59.379997",,,,
"2026-05-07 00:07:23","1671.1561","59.379997",,,,
"2026-05-07 00:07:50","1671.1561","59.379997",,,,
"2026-05-07 00:09:01","1671.1561","59.379997",,,,
"2026-05-07 00:12:51","1671.1561","59.379997",,,,
"2026-05-07 00:15:30","1671.1561","59.379997",,,,
"2026-05-07 00:16:30","1671.1561","59.379997",,,,
"2026-05-07 00:16:38","1671.1561","59.379997",,,,
"2026-05-07 00:24:11","1671.1561","59.379997",,,,
"2026-05-07 00:25:12","1671.1561","59.379997",,,,
"2026-05-07 00:25:48","1671.1561","59.379997",,,,
"2026-05-07 00:26:42","1671.1561","59.379997",,,,
"2026-05-07 00:27:16","1671.1561","59.379997",,,,
"2026-05-07 00:27:18","1671.1561","59.379997",,,,
"2026-05-07 00:28:59","1671.1561","59.26",,,,
"2026-05-07 00:29:59","1671.1561","59.26",,,,
"2026-05-07 00:30:59","1671.1561","59.26",,,,
"2026-05-07 00:31:59","1671.1561","59.26",,,,
"2026-05-07 00:34:07","1671.1561","59.239998",,,,
"2026-05-07 00:35:07","1671.1561","59.26",,,,
"2026-05-07 00:36:07","1671.1561","59.239998",,,,
"2026-05-07 00:37:07","1671.1561","59.239998",,,,
"2026-05-07 00:38:07","1671.1561","59.26",,,,
"2026-05-07 00:39:07","1671.1561","59.26",,,,
"2026-05-07 00:40:07","1671.1561","59.26",,,,
"2026-05-07 00:41:07","1671.1561","59.239998",,,,
"2026-05-07 00:42:07","1671.1561","59.26",,,,
"2026-05-07 00:43:07","1671.1561","59.26",,,,
"2026-05-07 00:44:07","1671.1561","59.26",,,,
"2026-05-07 00:45:07","1671.1561","59.239998",,,,
"2026-05-07 00:46:07","1671.1561","59.26",,,,
"2026-05-07 00:47:07","1671.1561","59.26",,,,
"2026-05-07 00:48:07","1671.1561","59.239998",,,,
"2026-05-07 00:48:38","1671.1561","59.239998",,,,
"2026-05-07 00:48:54","1671.1561","59.239998",,,,
"2026-05-07 00:49:05","1671.1561","59.239998",,,,
"2026-05-07 00:49:35","1671.1561","59.26",,,,
"2026-05-07 00:50:05","1671.1561","59.26",,,,
"2026-05-07 00:50:35","1671.1561","59",,,,
"2026-05-07 00:51:05","1671.1561","59",,,,
"2026-05-07 00:51:35","1671.1561","59",,,,
"2026-05-07 00:52:05","1671.1561","59",,,,
"2026-05-07 00:52:24","1671.1561","58.879997",,,,
"2026-05-07 00:52:35","1671.1561","58.879997",,,,
"2026-05-07 00:53:05","1671.1561","58.879997",,,,
"2026-05-07 00:53:40","1671.1561","58.879997",,,,
"2026-05-07 00:53:46","1671.1561","58.879997",,,,
"2026-05-07 00:54:16","1671.1561","58.879997",,,,
"2026-05-07 00:54:22","1671.1561","58.879997",,,,
"2026-05-07 00:54:27","1671.1561","58.76",,,,
"2026-05-07 00:54:36","1671.1561","58.76",,,,
"2026-05-07 00:54:48","1671.1561","58.76",,,,
"2026-05-07 00:54:50","1671.1561","58.76",,,,
"2026-05-07 00:54:57","1673.2341","58.76",,,,
"2026-05-07 00:56:17","1673.2341","58.739998",,,,
"2026-05-07 00:57:03","1673.2341","58.739998",,,,
"2026-05-07 00:57:43","1673.2341","58.76",,,,
"2026-05-07 00:58:17","1673.2341","58.76",,,,
"2026-05-07 00:59:03","1673.2341","58.76",,,,
"2026-05-07 00:59:17","1673.2341","58.739998",,,,
"2026-05-07 01:00:17","1673.2341","58.76",,,,
"2026-05-07 01:00:51","1673.2341","58.76",,,,
"2026-05-07 01:01:37","1673.2341","58.739998",,,,
"2026-05-07 01:02:37","1673.2341","58.739998",,,,
"2026-05-07 01:03:37","1673.2341","58.76",,,,
"2026-05-07 01:04:37","1673.2341","58.76",,,,
"2026-05-07 01:05:37","1673.2341","58.76",,,,
"2026-05-07 01:06:37","1673.2341","58.739998",,,,
"2026-05-07 01:07:37","1673.2341","58.76",,,,
"2026-05-07 01:08:37","1673.2341","58.739998",,,,
"2026-05-07 01:09:37","1673.2341","58.76",,,,
"2026-05-07 01:10:37","1673.2341","58.62",,,,
"2026-05-07 01:11:26","1673.2341","58.62",,,,
"2026-05-07 01:15:34","1673.358","58.62",,,,
"2026-05-07 01:15:38","1673.358","58.62",,,,
"2026-05-07 01:15:44","1673.358","58.62",,,,
"2026-05-07 01:16:04","1673.358","58.62",,,,
"2026-05-07 01:59:56","1673.3651","58.62",,,,
"2026-05-07 02:00:04","1673.3651","58.62",,,,
"2026-05-07 02:00:07","1673.3651","58.62",,,,
"2026-05-07 02:00:08","1673.3651","58.62",,,,
"2026-05-07 02:01:02","1673.3651","58.739998",,,,
